;COD_PERSONAL;Last Grade
8908;C718JGX;3
8909;C718SDI;9
8910;C872GWE;7
8911;C919ANR;9
8912;C999GXH;9
8913;D092XCN;9
8914;D165DQN;6
8915;D374KAI;9
8916;D447FPQ;6
8917;D481NSX;9
8918;D493XHD;6
8919;D529DFE;9
8920;D538YJH;9
8921;D691HKG;9
8922;D783MCL;3
8923;D835DEG;3
8924;D890QRP;5
8925;D934TUT;9
8926;E076ARB;7
8927;E280TZD;7
8928;E368NEY;3
8929;E448EPL;9
8930;E456MLL;9
8931;E568EZD;9
8932;E568KIY;3
8933;E581LRY;9
8934;E654VFZ;9
8935;E865HCM;9
8936;E965ANS;6
8937;C012IYJ;6
8938;C016QCQ;6
8939;C024EAZ;9
8940;C047ZIN;4
8941;C065XQX;9
8942;C070SXY;5
8943;C093JPI;9
8944;C112ABX;9
8945;C124TBK;3
8946;C182LSY;9
8947;C213CXI;9
8948;C224XTT;8
8949;C237JEX;4
8950;C281YVC;9
8951;C296SLZ;9
8952;C311GMH;5
8953;C311QJG;5
8954;C311UJG;6
8955;C311VJN;9
8956;C311YJN;9
8957;C412AXR;7
8958;C412BXR;9
8959;C412JXS;5
8960;C412TXM;6
8961;C467BAE;9
8962;C467EWI;9
8963;C512AAK;4
8964;C512EAV;8
8965;C539TIF;9
8966;C541LIT;9
8967;C565GDW;9
8968;C610CPH;4
8969;C610JPA;9
8970;C610KHL;3
8971;C610PPH;9
8972;C610VUW;3
8973;C610ZNV;9
8974;C620VPG;6
8975;C668CUC;9
8976;C694CBL;9
8977;C711BFY;9
8978;C711CFY;9
8979;C742ANF;3
8980;C753GMY;4
8981;C764PFS;9
8982;C768NYK;9
8983;C779QZB;5
8984;C779WHT;9
8985;C812UTI;5
8986;C812YPQ;3
8987;C830IHV;9
8988;C848EQG;9
8989;C851JFX;9
8990;C921PBA;8
8991;C924GEF;7
8992;C924YCA;3
8993;C952MCC;9
8994;C962CEV;9
8995;C963WEN;9
8996;C976IVP;9
8997;C996UVI;9
8998;D062TQV;9
8999;D082BMP;9
9000;D096KER;9
9001;D142BVX;9
9002;D183FHL;4
9003;D241NKJ;9
9004;D327MQU;3
9005;D445FGE;8
9006;D445MQG;4
9007;D536QAQ;7
9008;D591MCE;9
9009;D669MEV;4
9010;D698PAB;7
9011;D936AVE;9
9012;E273NKS;9
9013;C022GAG;9
9014;C023DMH;3
9015;C024IYS;6
9016;C024VUM;6
9017;C055FUU;9
9018;C057PKA;9
9019;C111GQY;6
9020;C111JUZ;9
9021;C111TQP;6
9022;C113BNA;5
9023;C113QHE;9
9024;C113TGY;6
9025;C211GCT;3
9026;C211GHG;6
9027;C211HCT;9
9028;C211TDN;3
9029;C222MJL;3
9030;C223IQN;5
9031;C224DKH;6
9032;C312BWH;3
9033;C312LKQ;5
9034;C312PKR;6
9035;C312RQH;9
9036;C312TQC;9
9037;C312VQC;9
9038;C312ZYI;9
9039;C320NFX;4
9040;C320SXE;4
9041;C323IWS;6
9042;C364NSC;6
9043;C371KEZ;6
9044;C416GLF;8
9045;C511JYA;6
9046;C511PTR;3
9047;C511PXV;9
9048;C511QXV;9
9049;C515WXS;7
9050;C520DBS;4
9051;C520DPS;9
9052;C521HFH;9
9053;C521KEQ;6
9054;C523FVM;3
9055;C525CGT;5
9056;C550ZXK;4
9057;C560AGE;3
9058;C613FAX;5
9059;C613KAQ;4
9060;C624IHH;9
9061;C672BDU;9
9062;C712KKR;9
9063;C712PMR;3
9064;C712QGM;6
9065;C811QTA;3
9066;C854YPA;3
9067;C883ZWS;9
9068;C911RPQ;9
9069;C911WUB;9
9070;C911XWC;4
9071;C922CSX;3
9072;C938QID;4
9073;D030TCI;6
9074;D039FMI;5
9075;D085LUS;4
9076;D162BHQ;4
9077;D169RCJ;6
9078;D185QIV;6
9079;D242SAW;6
9080;D299XYM;9
9081;D434EXL;5
9082;D536LGZ;6
9083;D628CYR;9
9084;D659XYQ;7
9085;D688HDN;6
9086;D752GFX;4
9087;D763XKU;9
9088;D767IZE;4
9089;D848RFV;4
9090;D869VMB;6
9091;D882RSF;7
9092;D884SBS;9
9093;D931WKE;6
9094;D941SLB;4
9095;E079XMD;9
9096;E241HHP;3
9097;E845NIP;8
9098;C016IXD;8
9099;C023WWJ;3
9100;C025LDS;4
9101;C025ZCR;9
9102;C057BGH;9
9103;C074UAZ;8
9104;C079XXU;9
9105;C124DAF;4
9106;C147RPR;9
9107;C149SBU;3
9108;C211YIL;9
9109;C251XZE;3
9110;C316UUX;6
9111;C414SQJ;9
9112;C455VEI;7
9113;C459WGV;9
9114;C491UYY;9
9115;C520BPM;7
9116;C538NYK;9
9117;C613AYV;5
9118;C613FZB;7
9119;C615MCC;8
9120;C615MDI;4
9121;C615SCM;8
9122;C623MHT;8
9123;C624FKV;3
9124;C624PLU;3
9125;C650GUW;3
9126;C652DMA;9
9127;C691PXA;9
9128;C694DFG;9
9129;C696ZNF;9
9130;C697AKB;4
9131;C721RTE;3
9132;C758YHL;3
9133;C795BXJ;3
9134;C814KKV;8
9135;C814XKM;3
9136;C829PTZ;7
9137;C862YGF;9
9138;C899BQB;9
9139;C972MAS;9
9140;D069EQR;9
9141;D241SKC;7
9142;D259GDE;9
9143;D284GXE;9
9144;D430AIH;9
9145;D660ZYF;9
9146;D753BJJ;6
9147;D792DIH;4
9148;D981DFE;9
9149;E634KMN;6
9150;C072YQE;3
9151;C112ATV;9
9152;C223RUH;9
9153;C223WRK;9
9154;C323ALX;6
9155;C323XYA;5
9156;C390NCB;9
9157;C411JNV;6
9158;C413IZR;3
9159;C413TWB;3
9160;C523JIM;7
9161;C612XIV;3
9162;C621DCL;9
9163;C623LLM;5
9164;C710GYE;6
9165;C711WXV;6
9166;C820BFP;9
9167;C820CIF;9
9168;C820PKS;9
9169;C835JDH;6
9170;C912VKD;6
9171;C920SVJ;9
9172;C921ZXG;9
9173;C924VMZ;3
9174;C948DFI;8
9175;C954EJP;9
9176;C966XAR;9
9177;D171ZEU;6
9178;D229AER;9
9179;D260ESE;7
9180;D273FVL;9
9181;D460JQN;6
9182;D558XWQ;9
9183;D759SEB;3
9184;E466PAF;9
9185;C011VZX;9
9186;C011VZZ;9
9187;C011XZX;9
9188;C011XZZ;7
9189;C013RZA;9
9190;C013VZA;9
9191;C018ZXP;7
9192;C028QLT;9
9193;C039XGD;9
9194;C111CWB;5
9195;C111DAM;4
9196;C111FAE;7
9197;C113HDX;7
9198;C151FQA;9
9199;C214BML;6
9200;C226KWN;7
9201;C312ESP;6
9202;C312JHC;9
9203;C312TSW;3
9204;C316SWD;6
9205;C323IUR;9
9206;C328DED;5
9207;C329KFP;9
9208;C499IRE;6
9209;C511KVC;7
9210;C511PVH;7
9211;C513DWK;7
9212;C513HYT;3
9213;C522ZLS;5
9214;C525TAT;8
9215;C541FWW;7
9216;C559FAA;9
9217;C622EVQ;3
9218;C622HHK;6
9219;C622UNI;6
9220;C624BNC;3
9221;C624LES;8
9222;C641AFC;9
9223;C678WHS;9
9224;C712CMD;9
9225;C712GLT;8
9226;C712NNR;5
9227;C712VCW;9
9228;C712YMG;9
9229;C713MGH;4
9230;C763GLR;9
9231;C763IIH;9
9232;C770FTD;9
9233;C821JCM;9
9234;C869CGK;6
9235;C911ULF;9
9236;C911VLH;9
9237;C911ZLA;9
9238;C917YYP;3
9239;C924EWT;6
9240;D065NPP;6
9241;D332PJY;9
9242;D354WNN;9
9243;D544LVB;6
9244;D741XFY;7
9245;D769WDY;9
9246;D952RNX;9
9247;D991DTM;9
9248;E065JPG;9
9249;E097JNK;4
9250;E380GDH;4
9251;E557IZW;6
9252;C020PKM;9
9253;C020YVD;7
9254;C022BCB;9
9255;C022HEJ;6
9256;C022SCZ;9
9257;C025JMC;9
9258;C032BKN;9
9259;C119YXJ;9
9260;C120EIL;6
9261;C120JGT;6
9262;C120QIC;9
9263;C120RIC;9
9264;C142MCM;9
9265;C158ZHE;7
9266;C221VRZ;9
9267;C226BZJ;9
9268;C249BBV;9
9269;C269IJI;9
9270;C283NBD;4
9271;C321JRP;6
9272;C321TRY;9
9273;C387VCR;9
9274;C420FJJ;9
9275;C422GCV;9
9276;C425UXR;9
9277;C490XGU;3
9278;C519NTG;6
9279;C519PTG;9
9280;C520AIW;9
9281;C522BWL;4
9282;C522USX;7
9283;C617GMP;9
9284;C617HBS;6
9285;C621DJE;4
9286;C621XKZ;7
9287;C621YZX;9
9288;C633VAN;4
9289;C638SWB;3
9290;C648CXI;4
9291;C650HVU;6
9292;C654CUK;9
9293;C659RSK;7
9294;C721NVX;9
9295;C746HAB;7
9296;C818PBL;8
9297;C818WBY;6
9298;C820JUN;9
9299;C820QQE;9
9300;C822MEI;9
9301;C822SDG;9
9302;C822XED;9
9303;C823VHC;9
9304;C837XHC;9
9305;C920BUV;9
9306;C920XXX;6
9307;C922HHJ;9
9308;C922PJF;7
9309;C969FJS;9
9310;D028MMN;9
9311;D043BAX;9
9312;D044TPQ;6
9313;D076XPZ;8
9314;D283NPC;9
9315;D355XQA;9
9316;D369KBU;9
9317;D383FCD;9
9318;D396YIT;9
9319;D429DAG;9
9320;D475WCM;9
9321;D485HME;9
9322;D531ZXC;7
9323;D540JRU;9
9324;D545IFF;9
9325;D549SVJ;9
9326;D598FDJ;6
9327;D638XBA;9
9328;D668MRY;6
9329;D674FVM;9
9330;D676BDT;9
9331;D980PIW;6
9332;D988AGF;9
9333;D990SAC;9
9334;E038UMU;8
9335;E342HNS;9
9336;E485UWW;9
9337;E631STJ;3
9338;E730ZSK;3
9339;E750LBI;9
9340;E936FDK;9
9341;C012CCF;6
9342;C041SJU;6
9343;C092VMH;6
9344;C098QGU;6
9345;C111BLU;9
9346;C125IFX;9
9347;C164JTR;9
9348;C182KMD;9
9349;C195GNE;9
9350;C211SHY;3
9351;C236CYX;9
9352;C250PGK;6
9353;C271MLL;9
9354;C293XNQ;4
9355;C312SNU;9
9356;C323XUG;3
9357;C511IVQ;3
9358;C511KWA;6
9359;C511PVT;9
9360;C511SVT;7
9361;C520KPN;7
9362;C524QYN;9
9363;C560PWM;9
9364;C575UNY;7
9365;C611GGI;9
9366;C613BQM;4
9367;C613XDE;6
9368;C712DIV;9
9369;C712IUG;9
9370;C712VTW;6
9371;C712ZIS;7
9372;C748KET;4
9373;C840KNG;4
9374;C876YJN;6
9375;C892HHU;9
9376;C911JSC;9
9377;C948JLH;9
9378;C989RDA;6
9379;D240EVN;9
9380;D353CST;6
9381;D379WXZ;9
9382;D688MUJ;9
9383;D741ASN;6
9384;D794LLC;6
9385;D834MCX;9
9386;D837QJW;4
9387;D862HWR;4
9388;E856RBG;9
9389;C017DHP;5
9390;C018XCF;8
9391;C036DRP;9
9392;C094EDX;8
9393;C097MYN;9
9394;C118CCP;8
9395;C131NWK;8
9396;C135QJW;9
9397;C158JXU;4
9398;C167DJU;9
9399;C190TCW;7
9400;C219VMT;4
9401;C264TTU;9
9402;C318GKU;3
9403;C318VMC;5
9404;C322NUX;4
9405;C324LBD;4
9406;C324MAJ;9
9407;C329TGD;9
9408;C348ADS;9
9409;C353UCE;7
9410;C368UCA;3
9411;C380CCN;9
9412;C398HKG;3
9413;C418EYX;4
9414;C418FYX;6
9415;C418QTZ;6
9416;C419WRQ;6
9417;C425DIB;9
9418;C449ATC;9
9419;C456AWY;6
9420;C462HLP;7
9421;C464JAQ;9
9422;C497XLN;9
9423;C517DYU;4
9424;C518CBE;3
9425;C519YLG;5
9426;C568MLA;9
9427;C597MVV;9
9428;C619AKY;6
9429;C619BMM;6
9430;C619CMN;7
9431;C619YSS;7
9432;C623JHB;6
9433;C667FXY;9
9434;C697FZU;9
9435;C722YZB;7
9436;C723EVK;6
9437;C724QYW;9
9438;C731HBJ;9
9439;C737JHF;7
9440;C737MFQ;9
9441;C784RQK;9
9442;C787HKA;9
9443;C818PRB;7
9444;C818QPV;4
9445;C818RRL;9
9446;C818VRA;7
9447;C823WIA;7
9448;C866RMG;9
9449;C917GDW;9
9450;C922QKQ;6
9451;C936VCK;9
9452;C940QFZ;9
9453;C961BMG;6
9454;C984ANK;9
9455;D151QLY;9
9456;D341DHV;9
9457;D348ENA;9
9458;D384LSW;6
9459;D483EUD;7
9460;D491YQA;9
9461;D564LHR;5
9462;D587IYR;4
9463;D765ADV;7
9464;D793TZB;9
9465;E753DHT;9
9466;C011XHF;9
9467;C121LJD;9
9468;C123BLI;9
9469;C123DLM;5
9470;C186VPT;9
9471;C212PYD;4
9472;C212RVN;6
9473;C251SJF;6
9474;C297EKF;9
9475;C312XAK;9
9476;C354NIG;3
9477;C372HRJ;9
9478;C376AQS;9
9479;C382ZXL;3
9480;C416XBI;3
9481;C485CJQ;9
9482;C490RDN;5
9483;C511CEG;6
9484;C513NGJ;9
9485;C591FMA;4
9486;C612FRY;5
9487;C624FLL;5
9488;C710QJQ;5
9489;C723XQF;4
9490;C728UGX;7
9491;C785BRX;9
9492;C883GHC;9
9493;C910KXR;3
9494;C911DAR;6
9495;C977QJL;4
9496;C980AHH;9
9497;D048MWD;9
9498;D497VYN;5
9499;D539EJS;7
9500;D541HWL;4
9501;D676PTX;8
9502;D683UIM;3
9503;D879BTL;3
9504;D929AVP;4
9505;D997YXQ;3
9506;E350XIV;6
9507;C013WAE;9
9508;C017ZZX;9
9509;C018XCM;6
9510;C091YIE;4
9511;C094VMX;9
9512;C110JAW;3
9513;C117BEP;6
9514;C117JEF;6
9515;C117NPV;3
9516;C118LNG;3
9517;C118XSW;4
9518;C161YRU;9
9519;C226UIM;9
9520;C294NWM;9
9521;C319WCI;9
9522;C325UMT;6
9523;C335JQL;9
9524;C343GRM;9
9525;C355RLN;6
9526;C519KPT;9
9527;C634ZPX;9
9528;C687FDF;5
9529;C717DQW;6
9530;C717ETN;6
9531;C719FHD;8
9532;C719MND;3
9533;C719SHF;3
9534;C754ASA;8
9535;C758YJG;6
9536;C791HUV;9
9537;C824YCY;9
9538;C836FJQ;9
9539;C918BFY;6
9540;C919YJM;7
9541;D153YTT;6
9542;D171LDU;3
9543;D173LXT;8
9544;D184IGT;9
9545;D226XNL;9
9546;D263LQX;9
9547;D388TAY;9
9548;D484RTQ;9
9549;D550AVU;5
9550;D557GGY;9
9551;D661DVY;9
9552;D691GDT;9
9553;D788HFR;7
9554;D797QBH;9
9555;D857HQZ;6
9556;D897XVQ;6
9557;D981GLD;9
9558;E287YFY;3
9559;E383LLG;3
9560;E399YIC;9
9561;E558HRN;9
9562;E629NGM;9
9563;E692CGK;3
9564;E934NTZ;3
9565;C013XIN;6
9566;C023UWL;3
9567;C158RFX;9
9568;C238IPM;6
9569;C420ZGH;6
9570;C424YQM;3
9571;C511TAA;6
9572;C513BBN;6
9573;C513BBZ;4
9574;C741EPB;6
9575;C771FHV;4
9576;C887GDU;7
9577;C910BDR;6
9578;C910FVG;4
9579;D377GPW;9
9580;D655SSX;6
9581;D838QWW;9
9582;D927WES;6
9583;D932YWQ;3
9584;E667FGE;3
9585;C017DBP;6
9586;C017GBH;9
9587;C017GBP;6
9588;C017IBH;9
9589;C017RAR;5
9590;C017RBV;6
9591;C017SFY;6
9592;C017TBT;3
9593;C017UBV;5
9594;C017WBL;3
9595;C017XBA;6
9596;C017YCA;9
9597;C018CZP;9
9598;C018SZK;9
9599;C219ANL;8
9600;C219ANS;4
9601;C219UNG;7
9602;C219VNG;6
9603;C219ZNR;8
9604;C292LVB;6
9605;C318GQF;6
9606;C375NPP;3
9607;C398AVT;9
9608;C418JYI;6
9609;C418KWE;6
9610;C418LWE;6
9611;C418RWD;3
9612;C427YUI;9
9613;C491GAH;9
9614;C568RHD;9
9615;C584XST;6
9616;C619ENS;9
9617;C619RXN;6
9618;C713RAN;6
9619;C717VEB;6
9620;C724IYK;8
9621;C818BRZ;6
9622;C818CSJ;6
9623;C818PSJ;9
9624;C818USD;7
9625;C830VSW;9
9626;C872YBQ;6
9627;C876AFG;9
9628;C918IDB;9
9629;C987ZQH;9
9630;D480DNH;9
9631;D481LIG;9
9632;D643MUN;3
9633;D952MKZ;9
9634;D978JSN;6
9635;E931TYR;6
9636;C019AXN;3
9637;C019UZL;4
9638;C020EDB;4
9639;C020PFR;9
9640;C023GRW;4
9641;C023TQY;9
9642;C049PTZ;4
9643;C097LWS;9
9644;C119GKX;7
9645;C119SAA;9
9646;C185QXK;9
9647;C240NLY;9
9648;C242DQH;9
9649;C318KSA;4
9650;C318ZFI;6
9651;C384BJT;9
9652;C387IUU;9
9653;C417PSE;6
9654;C417VMG;9
9655;C417VRH;7
9656;C417YNI;9
9657;C419GUY;8
9658;C425HFX;9
9659;C491HJA;9
9660;C534DSC;9
9661;C555GFW;9
9662;C620EMA;6
9663;C620GLV;4
9664;C620ILV;4
9665;C718KDF;8
9666;C732WPI;9
9667;C740PUE;9
9668;C824USD;8
9669;C873SUB;5
9670;C879IRF;9
9671;C917TLM;7
9672;C919ENA;7
9673;C931GAZ;9
9674;D771LQU;3
9675;D937MEU;9
9676;E365ABY;6
9677;F487EVL;4
9678;F774EFA;6
9679;C022LXT;4
9680;C022SVZ;5
9681;C023EBF;8
9682;C023RQN;6
9683;C025AUU;6
9684;C025DVF;6
9685;C220DQG;6
9686;C220XTY;4
9687;C220YUI;9
9688;C246ZSG;6
9689;C263LBA;6
9690;C320BCG;4
9691;C320FET;9
9692;C320HCQ;8
9693;C320HFL;3
9694;C320IDH;3
9695;C321AIE;6
9696;C321MMM;9
9697;C321VHL;9
9698;C374PXF;4
9699;C420IXP;8
9700;C422HUD;9
9701;C422IXW;4
9702;C422ZVQ;6
9703;C423GQV;4
9704;C424JJZ;9
9705;C425RSI;6
9706;C519RLB;5
9707;C520KSZ;3
9708;C721KDF;3
9709;C822KYP;7
9710;C864IDC;3
9711;C875NEN;6
9712;C920EIN;7
9713;C920EMA;5
9714;C920LMS;5
9715;C951TSM;3
9716;C999YZA;6
9717;D038MGV;5
9718;D047HVW;7
9719;D065MLF;9
9720;D186WYX;7
9721;D187HZY;3
9722;D199QRG;9
9723;D245EZK;9
9724;D266NIQ;9
9725;D291EPQ;9
9726;D296EPT;6
9727;D329CVH;9
9728;D335VSR;3
9729;D475QDS;9
9730;D476BNX;3
9731;D476RML;9
9732;D556CER;3
9733;D561ZEL;5
9734;D576CIZ;6
9735;D581ZWP;6
9736;D658RLT;4
9737;D661MJM;4
9738;D787UHG;8
9739;D792MZE;3
9740;D896ZZX;9
9741;D938VJT;6
9742;D974KFC;4
9743;C018XCK;6
9744;C021AFA;4
9745;C021IHT;4
9746;C021MZU;7
9747;C023GBW;6
9748;C025GXW;5
9749;C046IZN;4
9750;C060AIU;7
9751;C125QZQ;9
9752;C168EXZ;7
9753;C222YII;7
9754;C285VUY;9
9755;C320WII;9
9756;C327YCW;9
9757;C391BVY;8
9758;C417MUG;9
9759;C419DXG;4
9760;C420AQD;6
9761;C420TKD;5
9762;C425QCR;3
9763;C478PKN;9
9764;C490BQT;8
9765;C520KCP;3
9766;C522UES;6
9767;C643CMS;8
9768;C718YEX;8
9769;C721BNP;9
9770;C721GNB;6
9771;C728TFT;5
9772;C771CPA;9
9773;C787IBC;9
9774;C796TIQ;4
9775;C824ZSW;9
9776;C837GGJ;9
9777;C840FTY;9
9778;C892GSJ;9
9779;C895REL;7
9780;C918ZFE;6
9781;C919VTC;9
9782;C959CKJ;9
9783;C967KWK;6
9784;C984XAH;9
9785;D050IFI;9
9786;D089BMM;9
9787;D378AIC;4
9788;D432CJI;9
9789;D434ZYW;7
9790;D556QFS;6
9791;D695MFT;9
9792;D928DTI;9
9793;D965YDG;9
9794;D985ZSP;8
9795;E065JDE;4
9796;E079TJG;9
9797;E980WYJ;6
9798;C052CDN;3
9799;C078KXD;9
9800;C174NWK;9
9801;C217LPG;3
9802;C217PQC;4
9803;C218BTX;4
9804;C218FUQ;3
9805;C218HUP;4
9806;C218JGF;9
9807;C230JEP;6
9808;C317SRQ;3
9809;C362WNM;3
9810;C388HNF;3
9811;C393WLS;9
9812;C460DWY;3
9813;C587NWA;5
9814;C618HLR;6
9815;C618SQG;4
9816;C657MBS;5
9817;C659PDI;9
9818;C659ZZJ;3
9819;C748LLW;3
9820;C780WYC;6
9821;C786WKU;3
9822;C790JJZ;4
9823;C817UYK;5
9824;C817WIL;5
9825;C819CGB;4
9826;C823TFD;4
9827;C824AHC;3
9828;C836WFC;4
9829;C918FYY;6
9830;C919GDJ;9
9831;C976CDU;9
9832;D133RDB;3
9833;D247CJX;6
9834;D333AKS;4
9835;D365UBR;4
9836;D432VYB;3
9837;D541NRS;6
9838;D582SHL;4
9839;D669PUL;3
9840;D740ZGY;7
9841;D754ABG;3
9842;D867WBU;5
9843;D899FLX;6
9844;D929HNE;5
9845;D940ANC;6
9846;E292CQX;9
9847;E534GJY;4
9848;E553LNK;4
9849;E947CLM;3
9850;C033QSC;7
9851;C112AVS;6
9852;C112IVE;5
9853;C112UVC;4
9854;C112WVG;9
9855;C137ATE;5
9856;C138JAK;4
9857;C152QAC;3
9858;C212IFP;3
9859;C228FWX;9
9860;C242ZHV;9
9861;C381MNK;9
9862;C411ZDD;9
9863;C413IFL;4
9864;C612CBA;6
9865;C622RSQ;9
9866;C623PKY;3
9867;C711FYZ;9
9868;C810JWA;6
9869;C810NNW;4
9870;C810SBD;7
9871;C810VXQ;7
9872;C854NEE;9
9873;C912YLX;9
9874;C923YNX;7
9875;D077VSD;3
9876;D098HKJ;9
9877;D342BGE;6
9878;D356IQB;8
9879;D564TIX;9
9880;D675GRM;6
9881;D963RSS;6
9882;E495BZV;3
9883;E691PSH;9
9884;E748ZTX;9
9885;E852WPE;6
9886;E862HDX;3
9887;E895UIZ;9
9888;E982QVP;6
9889;C017PEE;9
9890;C017THD;5
9891;C018DWR;9
9892;C062QTL;9
9893;C074YTW;6
9894;C138EVR;9
9895;C224MZS;8
9896;C244JYQ;6
9897;C325GHQ;3
9898;C420AFV;9
9899;C433XPM;9
9900;C451CZQ;9
9901;C451NLC;4
9902;C551XDT;9
9903;C563LGC;7
9904;C566LNN;5
9905;C619WMK;6
9906;C680SNS;9
9907;C717CCZ;9
9908;C717EBA;8
9909;C758TGZ;3
9910;C818FUS;3
9911;C818WPM;9
9912;C823DXP;9
9913;C835BYT;9
9914;C916CZK;4
9915;C932SZJ;9
9916;C981DXB;9
9917;D044QYP;9
9918;D048MDN;9
9919;D132ISK;5
9920;D153CJW;5
9921;D188XWE;8
9922;D295UIZ;6
9923;D339QLW;6
9924;D374ALL;6
9925;D376WXA;9
9926;D433BYI;6
9927;D546VIJ;6
9928;D584LAV;3
9929;D626IQP;7
9930;D663TQC;3
9931;D758KBW;7
9932;D786QNN;9
9933;D850NNK;9
9934;D854BTD;6
9935;D859NXZ;7
9936;D889BSW;6
9937;D963XDF;6
9938;D984XXG;9
9939;D997MZT;6
9940;E089BYG;9
9941;E175TFB;4
9942;E194ENF;4
9943;E738NQS;3
9944;E775YSH;9
9945;E988AFF;4
9946;E988INZ;3
9947;F954MBF;9
9948;C017LSZ;9
9949;C086SKI;9
9950;C118JHT;3
9951;C118RHN;6
9952;C119KQP;9
9953;C180WKW;6
9954;C219DWD;5
9955;C324FDI;9
9956;C324IDI;9
9957;C324UDJ;6
9958;C388KEB;9
9959;C417QNF;4
9960;C418CWF;5
9961;C435AKN;4
9962;C542IIU;6
9963;C589SMF;6
9964;C619MZW;4
9965;C621QKH;5
9966;C624IFC;4
9967;C676DSD;3
9968;C717CEF;5
9969;C717FKI;5
9970;C717XMK;3
9971;C717XMP;6
9972;C762WCC;6
9973;C783VQQ;6
9974;C818BSH;6
9975;C818IRZ;5
9976;C824BYF;9
9977;C865CVR;6
9978;C874YVQ;8
9979;C894GBL;5
9980;C918EAA;4
9981;C918HAF;3
9982;D078CRH;6
9983;D357NGP;9
9984;D368RTY;6
9985;D399YWB;4
9986;D442YTR;9
9987;D459TUV;9
9988;D626CHS;6
9989;D650KLV;3
9990;D765XDN;9
9991;D931FFS;6
9992;D966AQL;3
9993;E139BFP;6
9994;E185TDJ;9
9995;E285DVB;9
9996;E449CRU;6
9997;E474FHG;9
9998;E486TEN;4
9999;E635WNA;5
10000;E754MAJ;6
10001;E891VTY;9
10002;C012IIM;9
10003;C032LKM;9
10004;C113AXR;9
10005;C176ZFS;9
10006;C211EQC;6
10007;C211VWQ;3
10008;C213FUR;9
10009;C214NMT;6
10010;C290YDQ;9
10011;C295HEN;9
10012;C311HER;5
10013;C311RHP;6
10014;C313IAQ;6
10015;C326BDF;5
10016;C353NEI;9
10017;C354IWH;4
10018;C392UQJ;9
10019;C412PEF;6
10020;C414NUU;9
10021;C454CFM;9
10022;C454DLA;9
10023;C493MVX;5
10024;C510CCX;8
10025;C510DCX;9
10026;C510FNV;6
10027;C510GCS;9
10028;C510NDK;5
10029;C553ILD;4
10030;C566IYI;9
10031;C610VEJ;6
10032;C642ZYC;6
10033;C687KPE;6
10034;C713UKM;6
10035;C750NJK;3
10036;C767TUI;9
10037;C782DSC;9
10038;C791YQQ;9
10039;C812HFP;8
10040;C812TNG;9
10041;C824LZB;4
10042;C853BXC;9
10043;C949CTS;5
10044;D044AQZ;6
10045;D072HCL;6
10046;D091IWI;6
10047;D136MKU;6
10048;D238RTH;3
10049;D261JNS;6
10050;D269DPF;9
10051;D563APB;7
10052;D632ZVH;6
10053;D766DEJ;6
10054;D964LUX;6
10055;E872BWY;6
10056;C024SUJ;9
10057;C047TVD;6
10058;C064XZT;9
10059;C111JVA;6
10060;C111LSD;9
10061;C111PFT;9
10062;C111VFZ;9
10063;C113HND;5
10064;C113JJE;4
10065;C113RHW;4
10066;C169YNS;7
10067;C173AZM;6
10068;C211SFE;5
10069;C211VFJ;4
10070;C312ISH;3
10071;C312WPL;9
10072;C344ZXM;9
10073;C349RVW;6
10074;C431ILR;6
10075;C434PAC;5
10076;C484YBM;9
10077;C488IMY;9
10078;C499VYQ;4
10079;C511BTD;3
10080;C511CTD;5
10081;C511HZZ;4
10082;C520DPP;9
10083;C611YAA;5
10084;C613AJG;4
10085;C613CHT;8
10086;C613IJH;3
10087;C613IRK;3
10088;C630JZX;9
10089;C712JKA;4
10090;C713SDR;6
10091;C721VLN;9
10092;C779PRF;7
10093;C782NVV;4
10094;C790LSQ;4
10095;C841PWR;3
10096;C844AVC;4
10097;C911SWA;5
10098;C924IZY;3
10099;C924KZY;4
10100;C924LZY;3
10101;C960RKF;6
10102;C973GSK;9
10103;C994CCB;4
10104;D051TGT;4
10105;D056AAZ;6
10106;D076PDR;9
10107;D230RXE;9
10108;D291YUC;6
10109;D352DNB;6
10110;D428UHK;9
10111;D599YHN;5
10112;D656SVP;9
10113;D676BLV;3
10114;D876ZZN;9
10115;E051VTA;9
10116;E074DIE;3
10117;E163MYN;9
10118;E165PQH;3
10119;E236AJY;6
10120;E295XZJ;6
10121;E335PMP;6
10122;E370UVH;6
10123;E468RIK;3
10124;E497DXX;6
10125;E539LJI;9
10126;E564TRS;9
10127;E596FQG;6
10128;E640AFR;5
10129;E656YRH;3
10130;E727EYQ;6
10131;E767ZNM;3
10132;E834SZT;4
10133;C021GHF;9
10134;C021TWE;3
10135;C022JXK;3
10136;C061PJV;9
10137;C071ZPA;9
10138;C119BQS;3
10139;C136JXU;9
10140;C143ZED;9
10141;C220NIX;6
10142;C246KXM;9
10143;C320EDI;3
10144;C321JNK;9
10145;C343URU;9
10146;C382CVZ;6
10147;C425ATV;6
10148;C425DTL;6
10149;C444AFM;9
10150;C452BBX;9
10151;C458HSD;9
10152;C560CZK;9
10153;C562LUW;6
10154;C563KZV;9
10155;C654QMW;6
10156;C677MSK;3
10157;C721EIU;9
10158;C762QLH;3
10159;C764QNM;9
10160;C791VUJ;3
10161;C838XUK;4
10162;C886XVQ;6
10163;C896GGT;9
10164;C978YSL;9
