,Unnamed: 0,Cod_Personal,SpanishC,Resources,Spanish Comprehension Effect,Family Resources Effect
205,205,C324XVG,-0.1336993283950607,0.4259461877300384,-0.08402401234219059,0.3471640330826121
206,206,C425UDB,0.5024499506479346,-0.3900692815871139,0.31576718717559965,0.2806386623369974
207,207,C464DMI,-0.5356315139140553,0.9258440435498172,-0.3366203067452616,0.24192158521572227
208,208,C499MYX,0.0185153674172222,0.6157067316967736,0.01163607535699742,0.3752367854252923
209,209,C524PIB,1.5705340957726983,-0.6282901677199687,0.9870100159150198,0.24324434682621632
210,210,C620WLM,-0.2940856968614513,1.986316643938865,-0.18481962863518153,0.4433536585055272
211,211,C663JVG,-0.4787401306094171,0.8251824202898982,-0.30086663206091063,0.37331690270148177
212,212,C721QYL,-0.6554473044345495,0.6052329436729481,-0.4119191401974067,0.3430165989581784
213,213,C721SPS,-1.0436436780359768,0.1868792546847519,-0.65588309482775,0.3240552363588308
214,214,C885ZIP,-0.2523059352470582,2.6329432751406685,-0.15856292826366913,0.5193714198962482
215,215,C933SCI,-1.3397611281748782,-0.3442617304878579,-0.8419795889828263,0.2752431501395018
216,216,D052UXZ,0.6941827955445479,0.0132401452984013,0.43626265352823024,0.285025567769525
217,217,D057FMR,0.4271767191401935,-0.537557688693867,0.268461347952875,0.21429765108489876
218,218,D061TPS,0.4466380768583151,-0.5128490782294516,0.280691935650903,0.26523018081025707
219,219,D153FNH,0.594093634728795,0.8192127792229196,0.37336111928228105,0.32072468086177586
220,220,D167XBL,0.7341786272090044,-0.19623970809945,0.4613982341908376,0.26814677101949763
221,221,D178HYB,1.1523836532744418,0.2002998558533821,0.7242212767109719,0.29820335954732496
222,222,D196AKX,2.1128647935937863,-0.1988896628444807,1.3278404583284567,0.2650387756387698
223,223,D198SGV,1.180478685611252,0.8088573428157827,0.7418777404506176,0.34696265081129823
224,224,D228IXK,0.7545701969912804,0.7526397141145573,0.47421341831801445,0.3424329267675529
225,225,D286LKM,2.115666177717027,0.6878120634977872,1.3296010022068137,0.3362094826428873
226,226,D389WXW,0.6095527002968396,-0.2548603500568798,0.3830764464397217,0.2612538132014768
227,227,D399LHE,0.8315397168188908,0.7968010948415349,0.52258529842842,0.3459912210731898
228,228,D442FRK,2.1135123792611936,0.3414340920494825,1.3282474367835022,0.30930011707380634
229,229,D464CGM,0.2773325564949686,-0.3312798313941846,0.17429103369142562,0.2793601014361093
230,230,D492KSG,1.0823298600904487,2.4059671552793755,0.6801956196357449,0.47781906186781553
231,231,D572NUU,-0.4447473869352586,-0.1759492672775601,-0.27950372210235974,0.26588722405485354
232,232,D575DXJ,1.9139138391514927,1.3463794173704036,1.2028087348918606,0.3906679356151984
233,233,D582LEQ,0.7107019404226507,0.817065161469897,0.44664419283573376,0.3476239941365714
234,234,D675LVU,-0.6094619602463633,-0.2425961422617802,-0.38301942040067827,0.2644116107279924
235,235,D734JCH,0.6579528438017369,1.6065807829488865,0.4134937589575723,0.4048094529338813
236,236,D751GDK,0.836790197172841,1.2740481612599743,0.525884989095221,0.3834453374573561
237,237,D760UMF,-0.4297275675495285,1.4731771670591842,-0.27006444140743374,0.3924410820678286
238,238,D760ZAT,0.8630784469911416,0.8223118764790556,0.5424059713148226,0.3428922189489564
239,239,D861KSG,1.291857258293491,-0.5330134320277785,0.8118741621084378,0.2659999332472747
240,240,D960JBN,0.7181795397772439,0.6159401847764551,0.4513435275893368,0.33141838988442807
241,241,D981ACX,-1.1235465005749996,1.3318298911362063,-0.7060984237137455,0.15104369753080107
242,242,E062JGW,-0.6459198366028389,-0.1823912132699463,-0.4059315553359778,0.18017603685745814
243,243,E079BTL,0.6734638915124868,0.1356628286472967,0.42324175455286284,0.2591322884762211
244,244,E553MFV,0.1691417541752945,-0.215859100446074,0.10629798227864357,0.23108358521596156
245,245,C080VQW,0.1941650456048856,0.4495315129784967,0.1220239950654054,0.33164321819708276
246,246,C114NSW,-0.6328355936598369,0.055003712872931,-0.3977086973476228,0.31944335216541414
247,247,C124WVD,-0.7022421727271665,0.8039673959732514,-0.44132760947072947,0.3546394233503045
248,248,C186CHG,-0.5396502412148055,0.823010038919207,-0.33914589603857787,0.3429484732461343
249,249,C355DZJ,0.719459015357165,1.2451313692668706,0.452147620423679,0.38211534210996173
250,250,C448QTE,-0.009601492015919,1.851204595912162,-0.006034105730622552,0.45638298418604784
251,251,C496YPC,0.5061685287567084,0.0690122949835583,0.3181041462064167,0.3118886633890821
252,252,C515EJM,0.2816763383294641,-1.906089067091668,0.17702090513397298,0.15819500180960389
253,253,C560LVR,-0.2916610482724142,1.7817865146093133,-0.1832958460895524,0.4476200555708328
254,254,C587SKJ,0.3101454656372353,-0.8430414145273041,0.19491247073115608,0.22709727556304055
255,255,C591FPH,-0.7142959482116531,-0.2091506345135965,-0.44890286502538573,0.2581680407276162
256,256,C591ULU,0.557519527519757,1.1423837506413572,0.35037593848573834,0.40377653387217916
257,257,C616KRA,-0.8261061773236951,-0.5902222608988985,-0.5191705633277538,0.26656664665186686
258,258,C616MRA,0.2056257025744031,-0.5495217699037626,0.12922650231967464,0.247353100997208
259,259,C616PZQ,0.1931339453447108,0.3994290022243772,0.1213759949443355,0.31727067336580783
260,260,C616VQQ,-0.4555143341423309,0.8104271471481321,-0.2862702639831204,0.3473642424406792
261,261,C675JJM,-0.4886295119978889,0.5559419540770724,-0.3070816633091325,0.3273591342185649
262,262,C714EMY,-0.5670317787659778,0.8045729178066408,-0.35635396040782896,0.3505672107136962
263,263,C714WMV,-0.722675600113557,-0.3236086245475632,-0.4541690992187869,0.2665189261707222
264,264,C716IAF,-0.6001972767198224,0.5990467942344868,-0.3771969836515545,0.3396236754064078
265,265,C716TYS,-0.0069301229533752,-0.8015154832260223,-0.004355270468126061,-0.03043878083976877
266,266,C724UGJ,-0.6821521907947685,0.615755608989958,-0.4287019597378131,0.3384348274344684
267,267,C815TEX,-0.5938090464751054,0.6646488426467051,-0.3731822683693594,0.33789833485424026
268,268,C815ZMA,0.3421395763831193,-0.7015848019871657,0.21501932981908017,0.07920392356299567
269,269,C862DZH,-0.4803908963740969,0.6031014224154244,-0.3019040640708581,0.3554227712880551
270,270,C887DQJ,-1.3644371461258205,-0.7944962100947147,-0.8574873560131856,0.10700913671810565
271,271,C921MAZ,-0.0992698258773979,0.052067507528817,-0.062386619101653884,0.32782173050421254
272,272,C962FAB,0.0528967782806616,0.7752980975054032,0.03324324515664977,0.36902237853562236
273,273,D058ULT,-0.2618193950596194,0.9667046736382258,-0.16454170971532756,0.35945628782344574
274,274,D135RIQ,-0.438223951604494,0.2650572022975415,-0.27540403650688666,0.05483934899960376
275,275,D148BXU,1.1878829442176642,2.1807634334696195,0.7465309838438203,0.4575037061379493
276,276,D179DCA,0.0237097033774099,1.3401620353001462,0.01490048179843187,0.4057316183115674
277,277,D191YGT,1.7170862762984511,1.1103219367856862,1.0791114675310303,0.2506138475168316
278,278,D234YHL,0.139296078672328,1.8611881745097076,0.0875413180760213,0.4292540711151074
279,279,D336TQU,1.6122082629042431,1.391861727260319,1.0132003549050905,0.4167019294778225
280,280,D344MYQ,-0.1760984070096263,-0.9670411175426163,-0.11066992558328789,-0.07162852823420444
281,281,D346JXM,0.5678439503299034,-0.2566693343298731,0.35686437369359825,0.23068978470230964
282,282,D431XWT,0.7113342301756974,0.757453185407727,0.44704155849681515,0.31502187213468574
283,283,D445FIN,0.525586523872925,-1.0659818189761696,0.33030748246016756,0.22355609809505012
284,284,D448VSI,0.7543829613685483,0.8236510267436593,0.4740957491534481,0.21859267861823906
285,285,D474ZWA,-0.308794935067716,0.7495475165539014,-0.19406372303283942,0.3419588938841885
286,286,D481QMQ,0.6580807085946033,0.314494398199041,0.4135741162268488,0.315195969777931
287,287,D498GVX,-1.1814732860759471,0.9697266165895104,-0.7425028020924694,0.3784981241600856
288,288,D534UTY,0.0263919644565645,0.5268319938315654,0.016586162203302095,0.34303685934657935
289,289,D547RSQ,-0.5966348725962611,0.9075197060917052,-0.37495817294368383,0.3867954652181893
290,290,D555ZPI,0.3813539169307426,-0.0504336340711794,0.23966377847650583,0.26917646577298177
