,Cod_Personal,Spanish Comprehension,Family Resources
88,C324YJC,-1.1136213613550225,-0.7145608968008833
89,C419TLM,-0.8844562369959622,0.6154203785422377
90,C528ZQH,-1.8965295857708881,-2.0409255735168577
91,C618BUT,-1.1067119711706508,-1.0647272997039852
92,C719RXZ,-0.9948561323002403,-0.6575144172826537
93,C721YGV,-1.7384280626134916,-0.7535045735904329
94,C917JCJ,-0.77292455038748,-1.8225295213181554
95,C917RBE,-0.5747559538102823,-0.4659172310266911
96,C918CSS,-0.9522945481578967,-0.44631455292095934
97,C918STB,-1.522022875264349,-0.052841116147266574
98,C919SDX,-1.589903298303246,-0.11961325057178344
99,D076AAT,-1.6687848840658037,-0.570007201686963
100,D142XZV,-1.5198251272346694,0.7212583749969624
101,D144DMT,-1.5965898164011443,-0.2541752211193814
102,D163CSB,-0.5995801645184957,-0.5773949070509591
103,D244RTW,-0.2314985625329412,0.3361088944727994
104,D257AZN,-0.6772800256529622,-1.9924512752611265
105,D339WWJ,-0.752660537531837,-0.9648291417743767
106,D378PDX,-0.43573054919700077,-0.5569593509804591
107,D438NIC,-1.070508200680823,-0.4735194945518632
108,D459CJA,-0.8052039896643541,-1.8729682422979927
109,D461NBS,-1.1576759515876218,1.113930517530673
110,D534GXP,-1.5062892768521488,0.5992862293981526
111,D550WBY,-0.5098372371991213,0.9345697420737166
112,D697XMG,0.016083377076533702,-0.24287128169310615
113,D756GMX,-0.43881669044980287,1.2105620985898524
114,D762RMV,-1.2719857399091674,-0.868203074696516
115,D785YJQ,-0.7020355531542638,-0.6363217183329121
116,D798LAA,-0.6858630411995614,-1.8042376048557012
117,D863QLK,-0.40840293058210203,-0.5425427372970469
118,D889QWL,-1.541853411014584,-0.5679672270208722
119,D928RCS,-0.3715152700759743,0.8256157832747907
120,D936CLN,-0.8027132472938189,-2.0922863929039766
121,D946BBN,-1.3321363267757615,-0.5987606800877115
122,D949EHK,-1.0366089884707066,-1.442701505977469
123,D950WWK,-0.7325055532485779,-2.0618055312972134
124,D956EYW,-0.7125444095669964,-0.8414017909112125
125,E233CVG,-0.7897650830950972,-0.7121943617385563
126,E274DVU,-0.4732288189259331,0.8222070402596381
127,E728QSW,-0.20776645706882335,-0.5556849002750816
128,E955NAH,-1.253836024667227,0.10604362856635309
129,C018QDG,-0.5458623291586133,0.4522655320167292
130,C018TDN,0.5505320808256038,0.9713352257356129
131,C020FPB,-0.4316525332667666,0.9878093001882021
132,C023AWF,0.29538215347095553,0.8290694856168368
133,C025RKJ,-0.6981447419264488,-0.32336503528619287
134,C030IZW,-0.5922973787800302,2.5022058731982755
135,C079IRK,-0.6654074884372397,1.9058390932661549
136,C080XMY,-0.8322131715837005,0.2949369153861267
137,C120VMK,0.41370502381134355,2.185886956367133
138,C122WIB,-1.0499948050902395,0.8993892075122674
139,C270IPP,-0.7459531048004067,0.8251448890380182
140,C274JLU,0.3384302861775166,0.4986926464163369
141,C287UQN,0.4426148773004816,1.2584246723571306
142,C318IYU,-0.030637126274621437,1.3047235067102243
143,C318JYZ,-0.5439342876021768,-0.18302033177480512
144,C318LYZ,-0.4524280434296128,-0.30042188554334887
145,C318MYZ,0.2660810121652435,0.6758520675196479
146,C320BLM,0.20583811743603175,-0.8442962651997592
147,C320YXU,-0.37602705060977476,0.8045645591393042
148,C321NRU,-1.4490289594686745,0.8259399721602654
149,C323ZSK,0.259506727473093,0.26683864928340945
150,C331AJE,0.7926989212456539,0.1466778865212087
151,C420XEI,-0.3329547245952557,0.820592244134366
152,C424JAS,0.14219341954345763,0.6774868299969412
153,C474NFG,-0.29016347457509983,0.9655621337278748
154,C477UYP,0.46795221984717705,1.0673955668948392
155,C519JLZ,-0.7187374118331108,1.328114390475953
156,C520YBG,-0.6055068828304054,1.0680938870544812
157,C525WHW,0.004337527202685935,1.947704061895242
158,C566EMU,-0.2943647464003559,0.8811525712926932
159,C588YAE,-0.4591233937607614,-0.2779919268858226
160,C617TAE,-0.3981366640740284,1.2425436560338932
161,C718EVE,-0.27044628874236004,0.5845985510960025
162,C718NXI,-0.37517498702173774,2.1458172536806486
163,C718TVT,-1.024131345095903,-0.19929070237451726
164,C718VVH,-0.5189052138923842,-0.1709435873141016
165,C733HMU,0.407027004727209,0.8210437538155057
166,C795MCY,-0.5675548462389922,1.9576081472024507
167,C820LPY,-0.47262510573584826,0.7649381980853475
168,C820ZKI,-1.2739076888202379,0.8937592071294257
169,C821ICB,0.24802656455926045,0.4730274408069689
170,C823DTB,1.1433839289501915,0.9410779859424887
171,C851FWG,0.14433909431804107,-0.08766184309064752
172,C922VTI,-1.3335189787493287,2.441553892656604
173,C946UBQ,-0.40960442574403166,1.9588262124518598
174,C953TCH,0.5945639426454649,0.1968365973567956
175,C955FNT,-0.5438665864355654,-0.22133592110882946
176,D044QLP,-0.7782037426641524,1.0009190919523119
177,D075KPP,0.43560958744831957,0.841849924709556
178,D093NJG,-0.5885798285068731,0.5161586860062506
179,D138CYD,0.15492933701363676,-0.10441355377770475
180,D188BDL,-0.7952722903362816,0.4992032304207558
181,D358FDU,-0.5305048199031749,1.494090940962629
182,D426WYQ,-0.45293582747314765,-0.25838825539031085
183,D457JIH,-0.5232453564724414,0.038495223869337625
184,D476IVM,0.4209553817201403,1.1133460843075003
185,D529XBT,-0.8024007728883976,1.2907774531005551
186,D635JLS,-1.0720268328478662,0.475817997544137
187,D740VRW,0.19891122822217275,-0.36602994372244135
188,D855WRS,-0.6124030580316042,-0.04387282765211806
189,D891YDD,0.2789384107095323,-0.23569790632618626
190,D940VCX,0.48813750966684005,1.113226411885098
191,D984ZKR,0.30238600708532304,-0.4416448774382056
192,D994AAD,-0.403061576378933,-0.2266542611940102
193,E338WAC,0.679947207487381,0.26810413773720326
194,E733PVD,-0.35641148583686255,0.9494560557239764
195,E780RIE,-0.15510899697586072,-0.5210893809302242
196,E859NPA,0.3960544751397386,-0.2730502326334131
197,E898UDI,-0.3756967825893033,0.048365687628626426
198,E957JRE,-1.4345169530680193,0.8744408024726766
199,C021YHF,0.37595456533768834,-0.4591101853925732
200,C061WJN,0.01483425815495505,0.7060146298473524
201,C158XNN,-0.5861371588642058,0.8160496616319434
202,C194QFY,-0.14545259014020737,0.8716939059057972
203,C282XGJ,-0.3307781600543318,0.9617730272072668
204,C285MFC,0.839529551307053,0.9730134016807154
205,C324XVG,-0.13369932839506074,0.4259461877300384
206,C425UDB,0.5024499506479346,-0.39006928158711396
207,C464DMI,-0.5356315139140553,0.9258440435498171
208,C499MYX,0.018515367417222272,0.6157067316967736
209,C524PIB,1.5705340957726983,-0.6282901677199687
210,C620WLM,-0.29408569686145136,1.986316643938865
211,C663JVG,-0.47874013060941717,0.8251824202898982
212,C721QYL,-0.6554473044345495,0.6052329436729481
213,C721SPS,-1.0436436780359768,0.18687925468475197
214,C885ZIP,-0.25230593524705824,2.6329432751406685
215,C933SCI,-1.3397611281748782,-0.34426173048785796
216,D052UXZ,0.6941827955445479,0.013240145298401378
217,D057FMR,0.42717671914019356,-0.537557688693867
218,D061TPS,0.44663807685831514,-0.5128490782294516
219,D153FNH,0.594093634728795,0.8192127792229196
220,D167XBL,0.7341786272090044,-0.19623970809945
221,D178HYB,1.1523836532744418,0.2002998558533821
222,D196AKX,2.1128647935937863,-0.1988896628444807
223,D198SGV,1.1804786856112521,0.8088573428157827
224,D228IXK,0.7545701969912804,0.7526397141145573
225,D286LKM,2.115666177717027,0.6878120634977872
226,D389WXW,0.6095527002968396,-0.25486035005687985
227,D399LHE,0.8315397168188908,0.7968010948415349
228,D442FRK,2.1135123792611936,0.34143409204948255
229,D464CGM,0.2773325564949686,-0.33127983139418465
230,D492KSG,1.0823298600904487,2.4059671552793755
231,D572NUU,-0.4447473869352586,-0.17594926727756013
232,D575DXJ,1.9139138391514932,1.3463794173704036
233,D582LEQ,0.7107019404226507,0.817065161469897
234,D675LVU,-0.6094619602463633,-0.24259614226178025
235,D734JCH,0.6579528438017369,1.6065807829488865
236,D751GDK,0.836790197172841,1.2740481612599743
237,D760UMF,-0.4297275675495285,1.4731771670591842
238,D760ZAT,0.8630784469911416,0.8223118764790556
239,D861KSG,1.291857258293491,-0.5330134320277785
240,D960JBN,0.7181795397772439,0.6159401847764551
241,D981ACX,-1.1235465005749996,1.3318298911362063
242,E062JGW,-0.6459198366028389,-0.18239121326994634
243,E079BTL,0.6734638915124868,0.13566282864729676
244,E553MFV,0.1691417541752945,-0.21585910044607406
245,C080VQW,0.19416504560488568,0.4495315129784967
246,C114NSW,-0.6328355936598369,0.05500371287293107
247,C124WVD,-0.7022421727271665,0.8039673959732514
248,C186CHG,-0.5396502412148055,0.823010038919207
249,C355DZJ,0.719459015357165,1.2451313692668706
250,C448QTE,-0.009601492015919057,1.851204595912162
251,C496YPC,0.5061685287567084,0.06901229498355833
252,C515EJM,0.2816763383294641,-1.9060890670916681
253,C560LVR,-0.2916610482724142,1.7817865146093133
254,C587SKJ,0.3101454656372353,-0.8430414145273041
255,C591FPH,-0.7142959482116531,-0.20915063451359653
256,C591ULU,0.557519527519757,1.1423837506413572
257,C616KRA,-0.8261061773236951,-0.5902222608988985
258,C616MRA,0.20562570257440313,-0.5495217699037626
259,C616PZQ,0.1931339453447108,0.3994290022243772
260,C616VQQ,-0.45551433414233095,0.8104271471481321
261,C675JJM,-0.48862951199788895,0.5559419540770724
262,C714EMY,-0.5670317787659778,0.8045729178066408
263,C714WMV,-0.722675600113557,-0.3236086245475632
264,C716IAF,-0.6001972767198224,0.5990467942344868
265,C716TYS,-0.006930122953375272,-0.8015154832260223
266,C724UGJ,-0.6821521907947685,0.615755608989958
267,C815TEX,-0.5938090464751054,0.6646488426467051
268,C815ZMA,0.3421395763831193,-0.7015848019871657
269,C862DZH,-0.48039089637409693,0.6031014224154244
270,C887DQJ,-1.3644371461258205,-0.7944962100947147
271,C921MAZ,-0.09926982587739798,0.05206750752881707
272,C962FAB,0.052896778280661694,0.7752980975054032
273,D058ULT,-0.2618193950596194,0.9667046736382258
274,D135RIQ,-0.43822395160449407,0.26505720229754154
275,D148BXU,1.1878829442176642,2.1807634334696195
276,D179DCA,0.02370970337740992,1.3401620353001462
277,D191YGT,1.7170862762984513,1.1103219367856862
278,D234YHL,0.13929607867232807,1.8611881745097074
279,D336TQU,1.6122082629042431,1.391861727260319
280,D344MYQ,-0.1760984070096263,-0.9670411175426165
281,D346JXM,0.5678439503299034,-0.2566693343298731
282,D431XWT,0.7113342301756974,0.757453185407727
283,D445FIN,0.525586523872925,-1.0659818189761696
284,D448VSI,0.7543829613685483,0.8236510267436593
285,D474ZWA,-0.30879493506771605,0.7495475165539014
286,D481QMQ,0.6580807085946033,0.314494398199041
287,D498GVX,-1.1814732860759471,0.9697266165895105
288,D534UTY,0.026391964456564585,0.5268319938315654
289,D547RSQ,-0.5966348725962611,0.9075197060917051
290,D555ZPI,0.38135391693074266,-0.050433634071179415
291,D583HFB,0.32720243286424155,-1.1133173862452446
292,D631INE,-0.12480452451565716,1.4210858723989943
293,D641MTB,0.41602482650456307,0.8251043667911102
294,D785PRZ,0.7316516715049937,0.07875910636851621
295,D833MVL,0.7670748258222903,0.9036489985148055
296,D926SVT,-0.12807211012760478,-0.4198744923891572
297,D940SGP,0.5167582833524956,0.6922245091290412
298,D979AIG,-0.5591506040585968,0.7493694235529436
299,E433ACX,0.8953794197260013,2.1135958196334985
300,E473WKY,0.7162254690903062,0.8339067305779642
301,E574LDJ,0.4581456106255324,-0.8441841069818908
302,E576EQN,0.5608120500794305,-0.3096964565464025
303,E577VNT,-0.33791915077177265,-1.9215387306504974
304,E582AYG,0.5762343054873782,-0.04174949956336144
305,E854HBI,-0.20097862200133987,-0.9267549987952851
306,C119JNB,0.13410056599157982,-0.006110600258903427
307,C119MLY,0.10965857104503351,1.5197781296678083
308,C123YSH,-0.5792599852121973,-0.08415796875894561
309,C162RCH,-0.4184019260876958,0.4701505985968976
310,C179PVU,0.8286175602259747,1.6466795085150112
311,C189HJP,0.7200002162926687,0.9661734208727285
312,C238UPN,0.7576047490838401,0.8214203822843913
313,C241BYQ,-0.12422880743771647,1.5542125926910701
314,C318GKP,0.5453307597806556,-0.5604640120207334
315,C322SRG,-0.4565792883003098,1.5465985309261325
316,C347NIX,-0.3937067765663029,1.3407279059151875
317,C417AVN,-0.20595643734591343,0.7825844416692023
318,C417AXQ,0.578865109817775,0.36924004200434163
319,C419EWL,0.5934385247401125,1.234416412972316
320,C420UKN,-0.5843806472384774,0.8901174010466346
321,C420UPV,-0.6311513816633434,0.10689408365302917
322,C420YKD,0.48373945496663906,-0.5063037919213322
323,C420ZJE,-0.28616464490854904,2.592768830899472
324,C424KRZ,0.5267905396493634,-0.005357326932590768
325,C425JEF,0.7365868277052703,0.949061531360312
326,C517NRK,0.6002931107210244,0.9715059718289307
327,C536QLC,0.0326191296231229,1.380297533036838
328,C545DLR,-0.2141029041621825,2.7152867234507196
329,C640UUK,-0.7474839119511906,2.8407977562765
330,C680ZPE,2.0978056560199922,1.3971778326830875
331,C718NEV,-0.24978266380969305,-0.08923040380811699
332,C718NFY,-0.44390406669837046,0.754371973285192
333,C721FTU,0.5014271077934842,-0.38520672158736957
334,C839QVS,-0.30205140060183944,0.4713797104431884
335,C917HNM,-0.1503187981637364,0.4198417521908513
336,C917RMV,0.11198923433782881,-1.124925537879382
337,C937PDE,-0.3652909083208838,1.4037406508992925
338,D046FPV,0.4883189639472827,-0.264420618976208
339,D141VDV,-0.3020585115993074,0.9140795659313399
340,D165KSX,0.9142063511239971,-0.16840223167380675
341,D184MPE,-0.3105818013820328,0.24774149245377353
342,D254NCT,-0.48196554423504856,-1.6243707644393512
343,D298BEE,0.6008049355692151,0.7669470304446132
344,D349CPH,-0.4404378970712279,0.9617498242165196
345,D351AWP,0.4713957447460777,0.33878318398554397
346,D374GSL,-0.5399545188307618,-0.10650690371442442
347,D441CTG,-0.16494780538151924,0.8463680319309365
348,D483JEM,-0.09499795855426585,1.2342408014386541
349,D672XAP,0.7115125107118926,0.7987314717457609
350,D681NAA,0.7100843899484903,0.9608147316753843
351,D740HHU,-0.6525145764232098,-0.7381084577984321
352,D745CJT,0.3345678289941858,0.3407899128401291
353,D760PYQ,-0.5040449137833415,0.6035085255311973
354,D762RBD,0.11916875711217581,1.1941347692168198
355,D831ZYJ,0.7314616549395597,1.6321039322746906
356,D832XBI,-0.08077106867277849,1.4444210020369659
357,D864KKJ,0.06072683543343007,1.10981207418665
358,D891BBJ,1.2446654178412915,0.9480330269423991
359,D898ISW,-0.43147550871783646,0.9876048926725371
360,D972CZC,0.2033335141317591,0.3543342355648183
361,D987JWH,0.007598899875846212,0.7347711973685882
362,E259UZQ,0.5837036413594824,0.641318582655008
363,E360RIQ,0.6665530077662595,0.4220074985641539
364,E571EEX,0.7463436083882142,-0.10696198309424662
365,E597HRE,-0.672007771758962,-0.27241115344497174
366,E639YPX,0.24022957847265325,-0.6127895313884965
367,E767SWB,0.6049596447463287,0.19725450988360904
368,E843RWC,0.012367577017001884,1.1123606131082313
369,E966IMK,-0.6564537292149614,-0.4839208407618293
370,E999RXB,-0.2299273708973291,-0.5783120595376203
371,C022NJB,1.4149741889077139,1.7081527555513938
372,C022QME,0.14473437027631195,0.6140031011239161
373,C080HUK,-0.14813936786294024,-0.6603769230004508
374,C120FSJ,-0.886851969494037,0.07849023227824327
375,C130CJS,0.12204601600981542,1.4941394639783638
376,C137CYV,0.8774133674500122,0.99068064935469
377,C139HZT,-0.22451040913628234,2.1278553744509594
378,C165UGL,-0.30465935406894373,-0.5633290155543528
379,C289ZQA,0.015010546320911682,1.047485339082427
380,C294XGV,-0.33994089950622264,2.3965494693047176
381,C295DEK,0.3906313952575918,0.7885744926428092
382,C318ENR,-0.24111279118510354,0.7484882892062314
383,C318JNV,-0.11146766361235542,-0.3684867670867184
384,C318LQJ,-0.15640154477949939,0.42099180818991616
385,C324XXC,-0.24385290538415452,-0.5068056749151486
386,C422PHG,0.8465713195211817,-0.7551468662568845
387,C465SNP,1.2725605454319702,0.5847915004770315
388,C517XGA,-0.6349587329516265,0.953294954104748
389,C517ZGU,-0.6737788187774475,-0.1603193790170499
390,C519HDT,-0.5221827193967182,1.6505944510235027
391,C519RCH,0.32974881811814505,0.666265147108825
392,C694IDQ,-0.3021170511273832,-0.5547022745815127
393,C718EJP,-0.7205237292416972,-0.491911541137574
394,C772KSF,0.23592077364638617,1.812700829734138
395,C820EZI,0.3561366055227692,1.5160935306411414
396,C822RFD,-0.41295176979980797,1.9240546023370444
397,C895RIL,-0.3782772838530593,1.1956868440888018
398,C917XTP,1.4316816321332033,0.42784420664724954
399,C926WJD,-0.5543013196467499,0.9026907537531611
400,D132FKF,-0.6219143206945851,-0.8488347511900219
401,D433MQP,-0.448061079742488,0.7717190905697843
402,D465YWF,0.7189837499506616,0.3497426356068974
403,D487RFM,-0.5054617256712067,-0.13060393255838254
404,D543RPU,-0.3884857608744471,1.4927045106490842
405,D588EMN,-0.5792540614896349,-0.12094243295200748
406,D633ADJ,-0.5104765752804351,0.34066918775753996
407,D680XXC,0.5790035817147569,-0.3341333715984511
408,D760FNI,-1.2290182558027907,0.29393539337875735
409,D850WFB,0.40851368463002435,-1.9263565207628714
410,D973HNW,-0.6676537890442127,-0.39462164465987926
411,D978HQF,-0.32476997035462457,-1.335882516092962
412,D992YIW,0.6945481744359369,0.9069619401265342
413,E535CKM,1.94874647476778,0.8043192595086892
414,E756ZGX,0.7248661315670615,0.8625697794173529
415,C020RLD,-0.8460844302353037,-0.21677376776921098
416,C022BPJ,-0.44718211421763726,1.0834203751996887
417,C022FLK,-0.6824778310610004,-0.3705033402294018
418,C034ZIT,-0.348555145131904,1.5060547353280096
419,C057KAQ,-0.560260149505505,0.9729455030441391
420,C070JZU,0.9623431970178467,-0.8503984063761932
421,C084CDL,1.1191229850527,0.23107108950945518
422,C149QTB,-0.6298770391524456,-0.5397389824284857
423,C197MNV,0.5426971402748928,0.01205448122606129
424,C346IPN,-0.5235831052071372,-0.31999462216671704
425,C354KMB,-0.45903621856665905,1.8435921807436926
426,C373AQQ,-0.12661600645431464,-0.20298976740722277
427,C424HGI,-0.3397009443051684,1.9813461627903188
428,C465PHU,0.7399353244070519,-0.3951066788144841
429,C494GDC,-0.033841529622943824,1.5308140682303852
430,C517BED,-0.701520936896965,-0.41454059707512103
431,C517VGH,-0.2978718662707693,2.166482632757743
432,C519RCU,0.4166225638023337,0.09698051428167383
433,C767ZQK,-0.27705761828459796,1.0481029623557776
434,C822VEA,0.07910567409899812,1.1644469352313795
435,C879VUZ,0.7365466321230445,-0.44859685096899166
436,C961SYP,0.05466262778304797,1.3408255196248082
437,D159UPS,-0.1715139876784587,1.1073086148579148
438,D226GAU,-0.6713942007881696,-0.07947347027115025
439,D373BUR,-0.24426144587505036,1.766542846914581
440,D384GYB,-1.197109002809841,1.1818583106993492
441,D690WZR,-0.32136506944596005,1.394193951467147
442,E265STV,-0.3347769391837089,2.1760856917059255
443,C012MWS,0.5035630648189265,0.37698486485966365
444,C012YWM,-0.53774360362522,1.1117572963669455
445,C073UDM,-0.15309764113054297,0.9681402485049801
446,C079BUW,0.19743217740605373,0.8918506636718816
447,C089CNM,0.4013146710057826,0.8861869206992311
448,C112QFE,-0.41590609330819844,1.5418816300208995
449,C211ZTH,-0.5881205889292521,0.770622883260192
450,C213VYS,-0.08878070654828127,0.8309244295714513
451,C224WRX,-0.31748653752257555,0.968801923491441
452,C247UJG,0.33451255180442896,-0.3541006367953972
453,C256YXL,-1.0341815602058295,-0.014936244332127426
454,C267CCL,-0.490704564288034,0.5500707108847329
455,C311CKQ,-1.5594220379547734,0.24389438148825074
456,C316PZK,0.3825808921683466,-0.48443215666790324
457,C347GSP,-0.3571385416328284,0.79675875894305
458,C379EUT,-0.5787946961742962,-0.19244490436710318
459,C414VRL,-0.6565366267245243,0.5124598668660759
460,C421RAK,-1.0150482040303779,-0.06481044701734255
461,C510DND,-0.6050364868853412,0.18935836213621934
462,C510EHH,-0.5504176527410812,0.716164668893306
463,C510GHH,-0.09628112310729589,-0.16436408685937617
464,C587JAW,-0.19775461757793292,0.7841644028155733
465,C610PDS,-0.7384508137147703,-0.236010546383822
466,C610WWT,-0.2268401409853163,0.9102407211070797
467,C624CMI,-0.334005710095089,1.4449512931370323
468,C711JJV,0.2600018074037376,0.815880897151969
469,C742DFU,-0.7549577353377155,-0.3919562853404527
470,C812JFU,0.7782135226858088,-0.4017032197590119
471,C812RET,-0.286282564193839,-0.5522946713491038
472,C829QVL,-0.17744623556839667,-0.5174453572295424
473,C923MWF,0.3506974110650888,-0.10904288762736232
474,C924NBN,-0.6638803135723843,-0.1568373455542452
475,D468QAR,-0.1786871816446372,0.38663180240064765
476,D782VIY,-0.4330787906437929,-0.25402216363267927
477,D937SFE,-0.5546970814089642,0.7754083490185681
478,E060IAP,-0.35025667898835855,1.2580517051844782
479,C021YUN,-0.7392733993886057,1.4099374942085312
480,C052JKB,0.5029446204864603,0.31794748498196224
481,C056VIY,0.5867416745467635,0.9751237673769562
482,C091PMJ,-0.20488815916879732,2.212965015930305
483,C119DFA,0.2701629233441335,-0.2446001793733096
484,C119WDQ,-0.6488227553029913,0.7717254783652517
485,C119XDQ,0.6496163496729591,0.13917612741134755
486,C119YDQ,0.7538060391455939,-0.3706568953055997
487,C119ZEZ,0.47453422376739884,1.5068695724322263
488,C131PHC,-0.1672122110505343,-0.02777575469056827
489,C198YCI,-0.2731650354074298,1.3708121289260589
490,C220CVS,-0.46312265274618164,-1.1331738943857792
491,C220IES,0.42719375293609846,0.5308814963756914
492,C220YVQ,-0.46223015405633044,0.9339257557890183
493,C252ELB,0.6047213187904039,-0.24324892629185285
494,C260UYX,0.13520777389778996,1.1437362687167831
495,C294PIK,-0.10655984899785707,-0.8094074152296321
496,C324YVX,0.5604360191790076,0.9692096704806723
497,C364LEV,-0.685775733640157,2.313137263703229
498,C382PBQ,0.774515093872646,1.7046911262774715
499,C398YYQ,-0.015607194707815623,2.4499006337667746
500,C399JQQ,0.1403667910538459,1.358857228593509
501,C422YMB,-0.15228758689308824,-0.3099695641060836
502,C425CDJ,-0.5089747588341378,-0.18489690792491623
503,C425GTG,-0.08624023485959921,0.017285315088211604
504,C425WDK,0.835817076893114,0.6358649467371291
505,C519DBB,0.2556010979992393,-0.18700804778739247
506,C520BKL,-0.41613622832919567,0.8133271362807132
507,C521VGS,0.5824882562981589,-0.04856203314496882
508,C559YHZ,0.041391881493913756,1.7653181893555097
509,C575CME,0.5173599075991883,-0.496703163625264
510,C591ZVN,0.7471080784126091,0.8202023183375512
511,C682AWY,0.7010254849486823,0.8209164749184836
512,C687JFZ,0.2341112459840642,0.25999140823078654
513,C718UIW,0.5973748429639705,-0.5439475976449631
514,C721TZY,-1.2868662471592314,-0.6011615259180662
515,C754SIE,0.0011247284314574927,1.333112418545622
516,C865WJR,-0.314917395873972,1.667167761455191
517,C878TID,0.45042817575330907,1.665183365294838
